Date;Client;ClientMACAddress;BaseRadioMAC;Slot;UserName;IPAddress;Reason;ReasonCode;TxPkts;TxBytes;RxPkts;RxBytes
2021-02-02 17:16:32;Association;de:d5:c4:d0:64:7c;18:8b:9d:b3:cd:00;0;unknown;172.30.67.97
2021-02-19 07:17:38;Disassociated;7c:2a:db:ec:7c:c5;5c:83:8f:ac:7c:20;0;unknown;192.168.183.62;Disassociatedduetoinactivity;4;2693l;3210715l;2148l;229974l
2021-02-19 07:17:38;Disassociated;7c:2a:db:ec:7c:c5;5c:83:8f:ac:7c:20;0;unknown;192.168.183.62;Disassociatedduetoinactivity;4
2021-02-19 07:17:31;Association;9e:07:5c:21:69:3c;6c:fa:89:a6:9f:a0;0;unknown;192.168.183.56
2021-02-19 07:17:17;Association;d8:9b:3b:a2:f8:6f;6c:fa:89:a6:9f:a0;0;unknown;192.168.183.63
2021-02-19 07:17:05;Association;90:63:3b:6d:7d:8e;70:b3:17:8d:3f:00;0;unknown;192.168.183.45
2021-02-19 07:17:01;Association;10:89:fb:17:91:9a;5c:83:8f:bf:29:f0;0;0603822172;172.30.101.119
2021-02-19 07:17:01;Association;10:89:fb:17:91:9a;5c:83:8f:bf:29:f0;0;0603822172;172.30.101.119
2021-02-19 07:16:58;Association;9e:07:5c:21:69:3c;5c:83:8f:c1:e6:d0;0;unknown;192.168.183.56
2021-02-19 07:16:52;Association;d8:9b:3b:a2:f8:6f;5c:83:8f:c1:eb:00;0;unknown;192.168.183.63
2021-02-19 07:16:52;Association;90:63:3b:6d:7d:8e;d4:a0:2a:4b:1f:40;0;unknown;192.168.183.45
2021-02-19 07:16:42;Association;d8:9b:3b:a2:f8:6f;5c:83:8f:3f:35:c0;0;unknown;192.168.183.63
2021-02-19 07:16:25;Association;d8:9b:3b:a2:f8:6f;5c:83:8f:c1:eb:00;0;unknown;192.168.183.63
2021-02-19 07:16:20;Association;90:63:3b:6d:7d:8e;5c:83:8f:ce:d5:90;0;unknown;192.168.183.45
2021-02-19 07:16:17;Association;90:63:3b:6d:7d:8e;70:b3:17:8d:3f:00;0;unknown;192.168.183.45
2021-02-19 07:16:09;Association;90:63:3b:6d:7d:8e;5c:83:8f:bb:c6:d0;0;unknown;192.168.183.45
2021-02-19 07:16:07;Association;90:63:3b:6d:7d:8e;5c:83:8f:bf:2b:70;0;unknown;192.168.183.45
2021-02-19 07:16:05;Association;90:63:3b:6d:7d:8e;5c:83:8f:ce:d5:90;0;unknown;192.168.183.45
2021-02-19 07:16:04;Association;90:63:3b:6d:7d:8e;5c:83:8f:bf:2b:70;0;unknown;192.168.183.45
2021-02-19 07:15:57;Association;90:63:3b:6d:7d:8e;5c:83:8f:bb:c6:d0;0;unknown;192.168.183.45
2021-02-19 07:15:57;Association;90:63:3b:6d:7d:8e;5c:83:8f:bf:2b:70;0;unknown;192.168.183.45
2021-02-19 07:15:54;Association;d8:9b:3b:a2:f8:6f;5c:83:8f:c1:e6:d0;0;unknown;192.168.183.63
2021-02-19 07:15:44;Association;10:89:fb:17:91:9a;5c:83:8f:d7:df:e0;0;0603822172;172.30.101.119
2021-02-19 07:15:44;Association;10:89:fb:17:91:9a;5c:83:8f:d7:df:e0;0;0603822172;172.30.101.119
2021-02-19 07:15:36;Association;90:63:3b:6d:7d:8e;5c:83:8f:ce:d5:90;0;unknown;192.168.183.45
2021-02-19 07:15:34;Disassociated;00:87:01:1b:7c:73;5c:83:8f:ac:7c:20;0;0604429993;172.30.101.99;Disassociatedduetoinactivity;4;1169l;804106l;1147l;193639l
2021-02-19 07:15:34;Disassociated;00:87:01:1b:7c:73;5c:83:8f:ac:7c:20;0;0604429993;172.30.101.99;Disassociatedduetoinactivity;4;1169l;804106l;1147l;193639l
2021-02-19 07:15:34;Disassociated;00:87:01:1b:7c:73;5c:83:8f:ac:7c:20;0;0604429993;172.30.101.99;Disassociatedduetoinactivity;4
2021-02-19 07:15:29;Association;d8:9b:3b:a2:f8:6f;5c:83:8f:c1:eb:00;0;unknown;192.168.183.63
2021-02-19 07:15:23;Association;90:63:3b:6d:7d:8e;70:b3:17:8d:3f:00;0;unknown;192.168.183.45
2021-02-19 07:15:17;Association;d8:9b:3b:a2:f8:6f;5c:83:8f:3f:35:c0;0;unknown;192.168.183.63
2021-02-19 07:15:11;Association;d8:9b:3b:a2:f8:6f;58:97:bd:eb:9b:b0;0;unknown;unknown
2021-02-19 07:14:36;Association;d8:c4:6a:9b:00:69;70:b3:17:8d:3f:c0;0;unknown;192.168.182.65
2021-02-19 07:14:35;Association;96:54:f8:69:2c:4e;5c:83:8f:bf:29:f0;0;0603822172;172.30.101.118
2021-02-19 07:14:35;Association;96:54:f8:69:2c:4e;5c:83:8f:bf:29:f0;0;0603822172;172.30.101.118
2021-02-19 07:14:33;Association;10:89:fb:17:91:9a;5c:83:8f:ac:52:e0;0;0603822172;172.30.101.119
2021-02-19 07:14:33;Association;10:89:fb:17:91:9a;5c:83:8f:ac:52:e0;0;0603822172;172.30.101.119
2021-02-19 07:14:32;Association;96:54:f8:69:2c:4e;5c:83:8f:c1:eb:e0;0;0603822172;172.30.101.118
2021-02-19 07:14:32;Association;96:54:f8:69:2c:4e;5c:83:8f:c1:eb:e0;0;0603822172;172.30.101.118
2021-02-19 07:14:14;Association;90:63:3b:6d:7d:8e;5c:83:8f:ce:d5:90;0;unknown;192.168.183.45
2021-02-19 07:14:13;Association;90:63:3b:6d:7d:8e;70:b3:17:8d:3f:00;0;unknown;192.168.183.45
2021-02-19 07:14:11;Association;90:63:3b:6d:7d:8e;5c:83:8f:bf:2b:70;0;unknown;192.168.183.45
2021-02-19 07:14:05;Association;90:63:3b:6d:7d:8e;d4:a0:2a:4b:1f:40;0;unknown;192.168.183.45
2021-02-19 07:14:05;Association;90:63:3b:6d:7d:8e;d4:a0:2a:4b:1f:40;0;unknown;192.168.183.45
2021-02-19 07:14:03;Association;d4:f4:6f:ef:d9:97;5c:83:8f:ce:d7:60;0;0603822172;unknown
2021-02-19 07:13:47;Association;90:63:3b:6d:7d:8e;5c:83:8f:ce:d5:90;0;unknown;192.168.183.45
2021-02-19 07:13:41;Association;d8:c4:6a:9b:00:69;5c:83:8f:ce:d5:90;1;unknown;192.168.182.65
2021-02-19 07:13:40;Association;d8:c4:6a:9b:00:69;5c:83:8f:ce:d5:90;1;unknown;192.168.182.65
2021-02-19 07:13:39;Association;36:c7:90:f1:30:3c;18:8b:9d:83:df:50;0;0604429993;172.30.101.103
2021-02-19 07:13:39;Association;36:c7:90:f1:30:3c;18:8b:9d:83:df:50;0;0604429993;172.30.101.103
2021-02-19 07:13:37;Disassociated;d4:f4:6f:ef:d9:97;5c:83:8f:ce:d7:60;0;0603822172;172.30.101.112;Previousauthenticationnolongervalid;2;300l;119048l;487l;74669l
2021-02-19 07:13:26;Association;96:54:f8:69:2c:4e;5c:83:8f:bf:29:f0;0;0603822172;172.30.101.118
2021-02-19 07:13:26;Association;96:54:f8:69:2c:4e;5c:83:8f:bf:29:f0;0;0603822172;172.30.101.118
2021-02-19 07:13:17;Disassociated;d4:f4:6f:ef:d9:97;5c:83:8f:ce:d7:60;0;0603822172;172.30.101.112;IEEE802.1Xauthenticationfailed;23;300l;119048l;487l;74669l
2021-02-19 07:13:13;Association;d8:c4:6a:9b:00:69;5c:83:8f:c2:3a:40;1;unknown;192.168.182.65
2021-02-19 07:13:12;Association;d8:c4:6a:9b:00:69;5c:83:8f:c2:3a:40;1;unknown;192.168.182.65
2021-02-22 08:02:40;Association;94:2d:dc:23:7c:94;5c:83:8f:b6:96:f0;0;unknown;172.30.65.66
2021-02-22 08:02:40;Association;8a:80:85:39:33:00;5c:83:8f:ce:b5:f0;1;unknown;172.30.65.65
2021-02-22 08:02:39;Association;0a:7f:66:4e:c6:d4;5c:83:8f:bf:57:90;0;unknown;192.168.183.106
2021-02-22 08:02:26;Association;90:63:3b:6d:7d:8e;5c:83:8f:ce:d5:90;0;unknown;192.168.183.98
2021-02-22 08:02:25;Association;90:63:3b:6d:7d:8e;70:b3:17:8d:3f:00;0;unknown;192.168.183.98
2021-02-22 08:02:24;Association;8a:80:85:39:33:00;5c:83:8f:b6:96:f0;1;unknown;172.30.65.65
2021-02-22 08:02:22;Association;7c:38:ad:aa:eb:7f;58:97:bd:fa:6c:80;0;unknown;192.168.183.97
2021-02-22 08:02:21;Association;24:5a:b5:ed:d0:4b;d4:a0:2a:4b:2b:80;0;unknown;192.168.182.124
2021-02-22 08:02:17;Association;8a:80:85:39:33:00;5c:83:8f:b6:96:f0;0;unknown;172.30.65.65
2021-02-22 08:02:12;Disassociated;06:7f:04:cb:17:2a;5c:83:8f:c1:ea:c0;0;unknown;172.30.102.133;Disassociatedduetoinactivity;4;203l;57024l;427l;75567l
2021-02-22 08:02:12;Disassociated;06:7f:04:cb:17:2a;5c:83:8f:c1:ea:c0;0;unknown;172.30.102.133;Disassociatedduetoinactivity;4;203l;57024l;427l;75567l
2021-02-22 08:02:12;Disassociated;06:7f:04:cb:17:2a;5c:83:8f:c1:ea:c0;0;unknown;172.30.102.133;Disassociatedduetoinactivity;4
2021-02-22 08:02:08;Association;10:f1:f2:39:6f:e6;5c:83:8f:bf:2b:70;0;0603822172;unknown
2021-02-22 08:02:06;Association;14:96:e5:e3:58:dd;d8:b1:90:d3:be:a0;0;1705621397;172.30.102.107
2021-02-22 08:02:06;Association;14:96:e5:e3:58:dd;d8:b1:90:d3:be:a0;0;1705621397;172.30.102.107
2021-02-22 08:02:04;Association;7c:2a:db:ec:7c:c5;5c:83:8f:b6:96:f0;0;unknown;192.168.183.109
2021-02-22 08:02:01;Association;28:16:7f:fd:61:a7;5c:83:8f:bf:2d:d0;0;unknown;192.168.182.123
2021-02-22 08:01:55;Disassociated;dc:89:83:c5:96:fd;18:8b:9d:b3:cd:00;0;0603822172;172.30.102.109;Previousauthenticationnolongervalid;2;185l;41280l;196l;17285l
2021-02-22 08:01:55;Association;28:16:7f:fd:61:a7;5c:83:8f:ce:d7:60;0;unknown;192.168.182.123
2021-02-22 08:01:54;Association;0a:7f:66:4e:c6:d4;ec:bd:1d:51:b4:d0;0;unknown;192.168.183.106
2021-02-22 08:01:51;Association;90:63:3b:6d:7d:8e;5c:83:8f:ce:d5:90;0;unknown;192.168.183.98
2021-02-22 08:01:50;Disassociated;e0:dc:ff:31:81:3c;ec:bd:1d:41:60:20;0;carloss.pilco@espoch.edu.ec;172.30.65.67;Disassociatedduetoinactivity;4;120l;72771l;207l;19580l
2021-02-22 08:01:50;Disassociated;e0:dc:ff:31:81:3c;ec:bd:1d:41:60:20;0;carloss.pilco@espoch.edu.ec;172.30.65.67;Disassociatedduetoinactivity;4;120l;72771l;207l;19580l
2021-02-22 08:01:50;Disassociated;e0:dc:ff:31:81:3c;ec:bd:1d:41:60:20;0;carloss.pilco@espoch.edu.ec;172.30.65.67;Disassociatedduetoinactivity;4
2021-02-22 08:01:50;Association;8a:cb:5d:c2:eb:4f;5c:83:8f:ce:d7:60;1;unknown;192.168.183.110
2021-02-22 08:01:49;Association;90:63:3b:6d:7d:8e;5c:83:8f:bf:2b:70;0;unknown;192.168.183.98
2021-02-22 08:01:49;Association;28:16:7f:fd:61:a7;5c:83:8f:ce:d7:60;1;unknown;192.168.182.123
2021-02-22 08:01:47;Disassociated;7e:30:3c:9b:2c:8f;5c:83:8f:c1:ea:c0;0;unknown;172.30.102.134;Disassociatedduetoinactivity;4;88l;9316l;117l;10748l
2021-02-22 08:01:47;Disassociated;7e:30:3c:9b:2c:8f;5c:83:8f:c1:ea:c0;0;unknown;172.30.102.134;Disassociatedduetoinactivity;4;88l;9316l;117l;10748l
2021-02-22 08:01:47;Disassociated;7e:30:3c:9b:2c:8f;5c:83:8f:c1:ea:c0;0;unknown;172.30.102.134;Disassociatedduetoinactivity;4
2021-02-22 08:01:46;Association;7c:38:ad:aa:eb:7f;5c:83:8f:bb:d6:70;0;unknown;192.168.183.97
2021-02-22 08:01:44;Association;90:63:3b:6d:7d:8e;70:b3:17:8d:3f:00;0;unknown;192.168.183.98
2021-02-22 08:01:43;Association;0a:7f:66:4e:c6:d4;5c:83:8f:bf:57:90;0;unknown;192.168.183.106
2021-02-22 08:01:42;Association;90:63:3b:6d:7d:8e;5c:83:8f:ce:d5:90;0;unknown;192.168.183.98
2021-02-22 08:01:41;Association;90:63:3b:6d:7d:8e;ec:bd:1d:41:60:20;0;unknown;192.168.183.98
2021-02-22 08:01:37;Association;0c:96:e6:3e:10:ed;d4:a0:2a:4b:53:e0;0;unknown;172.30.64.194
2021-02-22 08:01:37;Association;a8:34:6a:a0:41:5a;70:b3:17:8d:41:20;0;0603822172;unknown
2021-02-22 08:01:37;Association;90:63:3b:6d:7d:8e;70:b3:17:8d:3f:00;0;unknown;192.168.183.98
2021-02-22 08:01:35;Disassociated;dc:89:83:c5:96:fd;18:8b:9d:b3:cd:00;0;0603822172;172.30.102.109;4-WayHandshaketimeout;15;185l;41280l;196l;17285l
2021-02-22 08:01:33;Association;14:96:e5:e3:58:dd;2c:36:f8:b9:ed:80;0;1705621397;172.30.102.107
2021-02-22 08:01:33;Association;14:96:e5:e3:58:dd;2c:36:f8:b9:ed:80;0;1705621397;172.30.102.107
2021-02-22 08:01:33;Association;e4:0e:ee:46:48:9c;5c:83:8f:9f:9f:80;0;unknown;172.30.65.60
2021-02-22 08:01:33;Association;7c:38:ad:aa:eb:7f;58:97:bd:fa:6c:80;0;unknown;192.168.183.97
2021-02-22 08:01:32;Association;7c:2a:db:ec:7c:c5;5c:83:8f:b6:96:f0;0;unknown;192.168.183.109
2021-02-22 08:01:31;Association;7c:38:ad:aa:eb:7f;2c:36:f8:b9:e1:10;0;unknown;192.168.183.97
2021-02-22 08:01:31;Association;7c:2a:db:76:57:79;5c:83:8f:ce:d7:60;1;0603822172;172.30.102.123
2021-02-22 08:01:31;Association;7c:2a:db:76:57:79;5c:83:8f:ce:d7:60;1;0603822172;172.30.102.123
2021-02-22 08:01:31;Association;7c:38:ad:aa:eb:7f;2c:36:f8:b9:f2:c0;0;unknown;192.168.183.97
2021-02-22 08:01:31;Association;7c:38:ad:aa:eb:7f;2c:36:f8:b9:f2:c0;0;unknown;192.168.183.97
2021-02-22 08:01:29;Association;7c:38:ad:aa:eb:7f;5c:83:8f:bb:d4:70;0;unknown;192.168.183.97
2021-02-22 08:01:29;Association;0a:7f:66:4e:c6:d4;ec:bd:1d:51:b4:d0;0;unknown;192.168.183.106
2021-02-22 08:01:27;Association;7c:2a:db:76:57:79;d4:a0:2a:4b:58:70;0;0603822172;172.30.102.123
2021-02-22 08:01:27;Association;7c:2a:db:76:57:79;d4:a0:2a:4b:58:70;0;0603822172;172.30.102.123
2021-02-22 08:01:20;Association;14:01:52:a6:0d:36;5c:83:8f:bf:2d:00;0;unknown;192.168.183.104
2021-02-22 08:01:18;Association;7c:2a:db:76:57:79;d4:a0:2a:4b:58:70;1;0603822172;172.30.102.123
2021-02-22 08:01:18;Association;7c:2a:db:76:57:79;d4:a0:2a:4b:58:70;1;0603822172;172.30.102.123
2021-02-22 08:01:17;Association;fc:19:99:5c:5a:5f;5c:83:8f:c1:eb:00;0;unknown;192.168.183.102
2021-02-22 08:01:11;Association;0a:7f:66:4e:c6:d4;ec:bd:1d:41:73:50;0;unknown;192.168.183.106
2021-02-22 08:01:09;Association;24:5a:b5:ed:d0:4b;d4:a0:2a:4b:2b:80;1;unknown;192.168.182.124
2021-02-22 08:01:03;Association;0a:7f:66:4e:c6:d4;58:97:bd:fa:6c:80;0;unknown;192.168.183.106
2021-02-22 08:01:03;Association;0a:7f:66:4e:c6:d4;2c:36:f8:43:a0:d0;0;unknown;192.168.183.106
2021-02-22 08:01:03;Association;0a:7f:66:4e:c6:d4;2c:36:f8:43:a0:d0;0;unknown;192.168.183.106
2021-02-22 08:01:02;Association;0a:7f:66:4e:c6:d4;58:97:bd:fa:6c:80;0;unknown;192.168.183.106
2021-02-22 08:01:02;Association;0a:7f:66:4e:c6:d4;ec:bd:1d:41:73:50;0;unknown;192.168.183.106
2021-02-22 08:01:01;Association;0a:7f:66:4e:c6:d4;2c:36:f8:43:a0:d0;0;unknown;192.168.183.106
2021-02-22 08:01:00;Association;0a:7f:66:4e:c6:d4;58:97:bd:fa:6c:80;0;unknown;192.168.183.106
2021-02-22 08:00:58;Association;e4:0e:ee:46:48:9c;d4:a0:2a:4b:53:e0;0;unknown;172.30.65.60
2021-02-22 08:00:58;Association;e4:0e:ee:46:48:9c;d4:a0:2a:4b:53:e0;0;unknown;172.30.65.60
2021-02-22 08:00:55;Association;28:16:7f:fd:61:a7;5c:83:8f:ce:d7:60;0;unknown;192.168.182.123
2021-02-22 08:00:54;Association;28:16:7f:fd:61:a7;5c:83:8f:c1:eb:00;0;unknown;192.168.182.123
2021-02-22 08:00:53;Association;66:14:42:1b:0f:d1;18:8b:9d:b3:cd:00;0;unknown;192.168.183.111
2021-02-22 08:00:48;Association;24:5a:b5:ed:d0:4b;5c:83:8f:b6:95:40;1;unknown;192.168.182.124
2021-02-22 08:00:44;Association;28:16:7f:fd:61:a7;5c:83:8f:bf:2d:d0;0;unknown;192.168.182.123
2021-02-22 08:00:41;Association;24:5a:b5:ed:d0:4b;ec:bd:1d:41:60:50;0;unknown;192.168.182.124
2021-02-22 08:00:39;Association;24:5a:b5:ed:d0:4b;ec:bd:1d:51:b4:d0;1;unknown;192.168.182.124
2021-02-22 08:00:39;Association;90:63:3b:df:b9:65;d4:a0:2a:4b:2b:20;0;0602359705;172.30.102.104
2021-02-22 08:00:39;Association;90:63:3b:df:b9:65;d4:a0:2a:4b:2b:20;0;0602359705;172.30.102.104
2021-02-22 08:00:33;Association;e4:0e:ee:46:48:9c;00:08:2f:33:b6:c0;0;unknown;172.30.65.60
2021-02-22 08:00:30;Association;0c:96:e6:3e:10:ed;5c:83:8f:ce:b5:f0;0;unknown;172.30.64.194
2021-02-22 08:00:26;Association;14:96:e5:e3:58:dd;ec:bd:1d:52:71:30;0;1705621397;172.30.102.107
2021-02-22 08:00:26;Association;14:96:e5:e3:58:dd;ec:bd:1d:52:71:30;0;1705621397;172.30.102.107
2021-02-22 08:00:25;Association;0a:7f:66:4e:c6:d4;ec:bd:1d:41:73:50;0;unknown;unknown
2021-02-22 08:00:24;Association;24:5a:b5:ed:d0:4b;ec:bd:1d:41:60:50;0;unknown;192.168.182.124
2021-02-22 08:00:23;Association;90:63:3b:df:b9:65;c4:14:3c:41:fe:f0;1;0602359705;172.30.102.104
2021-02-22 08:00:23;Association;90:63:3b:df:b9:65;c4:14:3c:41:fe:f0;1;0602359705;172.30.102.104
2021-02-22 08:00:15;Association;7c:2a:db:76:57:79;ec:bd:1d:41:73:50;0;0603822172;172.30.102.123
2021-02-22 08:00:15;Association;7c:2a:db:76:57:79;ec:bd:1d:41:73:50;0;0603822172;172.30.102.123
2021-02-22 08:00:08;Association;28:16:7f:fd:61:a7;5c:83:8f:ce:d7:60;0;unknown;192.168.182.123
2021-02-22 07:59:56;Association;90:63:3b:df:b9:65;d4:a0:2a:4b:2b:20;0;0602359705;172.30.102.104
2021-02-22 07:59:56;Association;90:63:3b:df:b9:65;d4:a0:2a:4b:2b:20;0;0602359705;172.30.102.104
2021-02-22 07:59:51;Association;e4:0e:ee:46:48:9c;18:8b:9d:b3:cd:00;0;unknown;172.30.65.60
2021-02-22 07:59:49;Association;fc:19:99:5c:5a:5f;18:8b:9d:b3:cd:00;0;unknown;192.168.183.102
2021-02-22 07:59:46;Disassociated;8c:88:2d:03:19:41;5c:83:8f:ac:52:e0;0;unknown;unknown;IEEE802.1Xauthenticationfailed;23;3l;228l;3l;542l
2021-02-22 07:59:41;Association;90:63:3b:df:b9:65;00:08:2f:4b:67:70;0;0602359705;172.30.102.104
2021-02-22 07:59:41;Association;90:63:3b:df:b9:65;00:08:2f:4b:67:70;0;0602359705;172.30.102.104
2021-02-22 07:59:40;Association;24:5a:b5:ed:d0:4b;5c:83:8f:bb:d4:70;1;unknown;192.168.182.124
2021-02-22 07:59:39;Association;24:5a:b5:ed:d0:4b;ec:bd:1d:41:60:50;0;unknown;192.168.182.124
2021-02-22 07:59:38;Association;24:5a:b5:ed:d0:4b;5c:83:8f:bb:d4:70;1;unknown;192.168.182.124
2021-02-22 07:59:35;Association;7c:23:02:a3:15:74;ec:bd:1d:52:79:d0;0;0602659435;unknown
2021-02-22 07:59:29;Association;8a:cb:5d:c2:eb:4f;5c:83:8f:c1:eb:00;0;unknown;192.168.183.110
2021-02-22 07:59:27;Association;8a:cb:5d:c2:eb:4f;5c:83:8f:ce:d7:60;0;unknown;192.168.183.110
2021-02-22 07:59:25;Association;24:5a:b5:ed:d0:4b;ec:bd:1d:51:b4:d0;0;unknown;192.168.182.124
2021-02-22 07:59:24;Association;24:5a:b5:ed:d0:4b;5c:83:8f:bb:d4:70;1;unknown;192.168.182.124
2021-02-22 07:59:23;Association;14:96:e5:e3:58:dd;d8:b1:90:d3:be:a0;0;1705621397;172.30.102.107
2021-02-22 07:59:23;Association;14:96:e5:e3:58:dd;d8:b1:90:d3:be:a0;0;1705621397;172.30.102.107
2021-02-22 07:59:23;Association;14:96:e5:e3:58:dd;ec:bd:1d:52:71:30;0;1705621397;172.30.102.107
2021-02-22 07:59:22;Association;24:5a:b5:ed:d0:4b;5c:83:8f:bb:d4:70;0;unknown;192.168.182.124
2021-02-22 07:59:22;Association;fc:19:99:5c:5a:5f;5c:83:8f:ce:b5:f0;0;unknown;192.168.183.102
2021-02-22 07:59:21;Association;24:5a:b5:ed:d0:4b;ec:bd:1d:51:b4:d0;0;unknown;192.168.182.124
2021-02-22 07:59:18;Association;24:5a:b5:ed:d0:4b;5c:83:8f:bb:d4:70;0;unknown;192.168.182.124
2021-02-22 07:59:15;Disassociated;7c:23:02:a3:15:74;ec:bd:1d:52:79:d0;0;0602659435;172.30.102.130;Previousauthenticationnolongervalid;2;1706l;1223087l;1509l;531995l
2021-02-22 07:59:14;Association;7c:91:22:69:ca:68;70:b3:17:8d:3f:c0;0;unknown;192.168.183.107
2021-02-22 07:59:14;Association;e4:0e:ee:46:48:9c;5c:83:8f:d7:e4:80;1;unknown;172.30.65.60
2021-02-22 07:59:12;Association;8a:cb:5d:c2:eb:4f;d4:a0:2a:4b:58:70;1;unknown;192.168.183.110
2021-02-22 07:59:12;Association;90:63:3b:df:b9:65;c4:14:3c:41:fe:f0;0;0602359705;172.30.102.104
2021-02-22 07:59:12;Association;90:63:3b:df:b9:65;c4:14:3c:41:fe:f0;0;0602359705;172.30.102.104
2021-02-22 07:59:11;Association;14:01:52:a6:0d:36;5c:83:8f:ac:52:c0;0;unknown;192.168.183.104
2021-02-22 07:59:10;Association;90:63:3b:df:b9:65;c4:14:3c:41:fe:f0;1;0602359705;172.30.102.104
2021-02-22 07:59:10;Association;90:63:3b:df:b9:65;c4:14:3c:41:fe:f0;1;0602359705;172.30.102.104
2021-02-22 07:59:09;Association;24:5a:b5:ed:d0:4b;ec:bd:1d:51:b4:d0;0;unknown;192.168.182.124
2021-02-22 07:59:09;Association;90:63:3b:df:b9:65;c4:14:3c:41:fe:f0;0;0602359705;172.30.102.104
2021-02-22 07:59:09;Association;90:63:3b:df:b9:65;c4:14:3c:41:fe:f0;0;0602359705;172.30.102.104
2021-02-22 07:59:07;Association;90:63:3b:df:b9:65;18:8b:9d:b3:cd:00;0;0602359705;172.30.102.104
2021-02-22 07:59:07;Association;90:63:3b:df:b9:65;18:8b:9d:b3:cd:00;0;0602359705;172.30.102.104
2021-02-22 07:59:05;Association;90:63:3b:df:b9:65;c4:14:3c:41:fe:f0;0;0602359705;172.30.102.104
2021-02-22 07:59:05;Association;90:63:3b:df:b9:65;c4:14:3c:41:fe:f0;0;0602359705;172.30.102.104
2021-02-22 07:59:04;Association;14:96:e5:e3:58:dd;ec:bd:1d:52:71:30;0;1705621397;172.30.102.107
2021-02-22 07:59:04;Association;14:96:e5:e3:58:dd;ec:bd:1d:52:71:30;0;1705621397;172.30.102.107
2021-02-22 07:59:04;Association;90:63:3b:df:b9:65;d4:a0:2a:4b:2b:20;0;0602359705;172.30.102.104
2021-02-22 07:59:04;Association;90:63:3b:df:b9:65;d4:a0:2a:4b:2b:20;0;0602359705;172.30.102.104
2021-02-22 07:59:02;Association;90:63:3b:df:b9:65;18:8b:9d:b3:cd:00;0;0602359705;172.30.102.104
2021-02-22 07:59:02;Association;90:63:3b:df:b9:65;18:8b:9d:b3:cd:00;0;0602359705;172.30.102.104
2021-02-22 07:59:00;Association;90:63:3b:df:b9:65;c4:14:3c:41:fe:f0;1;0602359705;172.30.102.104
2021-02-22 07:59:00;Association;90:63:3b:df:b9:65;c4:14:3c:41:fe:f0;1;0602359705;172.30.102.104
2021-02-22 07:58:59;Association;90:63:3b:df:b9:65;d4:a0:2a:4b:2b:20;0;0602359705;172.30.102.104
2021-02-22 07:58:59;Association;90:63:3b:df:b9:65;d4:a0:2a:4b:2b:20;0;0602359705;172.30.102.104
2021-02-22 07:58:57;Association;90:63:3b:df:b9:65;c4:14:3c:41:fe:f0;1;0602359705;172.30.102.104
2021-02-22 07:58:57;Association;90:63:3b:df:b9:65;c4:14:3c:41:fe:f0;1;0602359705;172.30.102.104
2021-02-22 07:58:56;Association;7c:2a:db:76:57:79;5c:83:8f:ac:52:e0;0;0603822172;172.30.102.123
2021-02-22 07:58:56;Association;7c:2a:db:76:57:79;5c:83:8f:ac:52:e0;0;0603822172;172.30.102.123
2021-02-22 07:58:55;Association;28:16:7f:fd:61:a7;5c:83:8f:bf:2d:d0;0;unknown;192.168.182.123
2021-02-22 07:58:55;Association;90:63:3b:df:b9:65;c4:14:3c:41:fe:f0;0;0602359705;172.30.102.104
2021-02-22 07:58:55;Association;90:63:3b:df:b9:65;c4:14:3c:41:fe:f0;0;0602359705;172.30.102.104
2021-02-22 07:58:55;Disassociated;7c:23:02:a3:15:74;ec:bd:1d:52:79:d0;0;0602659435;172.30.102.130;4-WayHandshaketimeout;15;1706l;1223087l;1509l;531995l
2021-02-22 07:58:54;Association;14:01:52:a6:0d:36;ec:bd:1d:3d:66:e0;0;unknown;192.168.183.104
2021-02-22 07:58:53;Association;7c:38:ad:aa:eb:7f;5c:83:8f:c1:eb:e0;0;unknown;192.168.183.97
2021-02-22 07:58:51;Association;90:63:3b:df:b9:65;c4:14:3c:41:fe:f0;1;0602359705;172.30.102.104
2021-02-22 07:58:51;Association;90:63:3b:df:b9:65;c4:14:3c:41:fe:f0;1;0602359705;172.30.102.104
2021-02-22 07:58:50;Association;7c:2a:db:76:57:79;5c:83:8f:26:5f:f0;1;0603822172;172.30.102.123
2021-02-22 07:58:50;Association;7c:2a:db:76:57:79;5c:83:8f:26:5f:f0;1;0603822172;172.30.102.123
2021-02-22 07:58:49;Association;8a:cb:5d:c2:eb:4f;5c:83:8f:bf:57:90;1;unknown;192.168.183.110
2021-02-22 07:58:48;Association;0c:96:e6:3e:10:ed;d4:a0:2a:4b:53:e0;1;unknown;172.30.64.194
2021-02-22 07:58:47;Association;0c:96:e6:3e:10:ed;5c:83:8f:ce:b5:f0;0;unknown;172.30.64.194
2021-02-22 07:58:46;Association;0c:96:e6:3e:10:ed;d4:a0:2a:4b:53:e0;0;unknown;172.30.64.194
2021-02-22 07:58:46;Association;8a:cb:5d:c2:eb:4f;d4:a0:2a:4b:58:70;1;unknown;192.168.183.110
2021-02-22 07:58:45;Association;0c:96:e6:3e:10:ed;5c:83:8f:ce:b5:f0;0;unknown;172.30.64.194
2021-02-22 07:58:45;Association;14:01:52:a6:0d:36;5c:83:8f:bf:29:00;0;unknown;192.168.183.104
2021-02-22 07:58:40;Association;e4:0e:ee:46:48:9c;5c:83:8f:b6:96:f0;1;unknown;172.30.65.60
